N,P,K,temperature,humidity,ph,rainfall,label
-0.611,2.7787,3.0383,-1.2658,0.5132,0.0192,-0.6667,grapes
-1.2071,2.2632,2.9988,0.0685,0.4985,-0.8151,-0.6032,grapes
-1.2071,2.5968,2.9791,0.0114,0.4555,-0.2307,-0.5342,grapes
-0.5839,2.0813,2.9199,3.2261,0.4346,-1.0742,-0.5532,grapes
-0.3672,2.7484,2.9396,-2.8496,0.419,-0.0697,-0.6756,grapes
-0.3401,2.0206,2.9396,-1.5945,0.5151,-0.1884,-0.5404,grapes
-0.3401,2.6574,2.9594,-2.4806,0.3954,-0.9208,-0.5953,grapes
-0.9903,2.051,3.0581,-3.1391,0.5511,-0.4017,-0.5278,grapes
-1.2071,2.1722,3.0778,0.4551,0.5144,-0.9511,-0.6105,grapes
-0.5026,2.5664,2.9396,-3.1764,0.4155,-0.7247,-0.6192,grapes
-1.0716,2.1419,3.0778,-2.4071,0.3857,-0.14,-0.5835,grapes
-0.7465,2.5664,2.9988,-3.114,0.3929,-0.6515,-0.6376,grapes
-0.2859,2.7181,3.0186,-0.1271,0.5053,0.0094,-0.6691,grapes
-1.2071,2.6877,3.0383,0.3202,0.515,-0.3166,-0.6013,grapes
-0.3672,2.1419,2.9001,-1.3648,0.539,-0.3354,-0.671,grapes
-0.4214,2.4452,3.0778,-3.0945,0.4973,-0.8121,-0.6817,grapes
1.8545,-0.86,0.0563,0.1693,0.4241,-0.2399,-0.9065,watermelon
1.8545,-1.042,0.1353,-0.0846,0.5375,0.4508,-1.0299,watermelon
1.4752,-0.7084,0.0366,-0.0626,0.4624,-0.1206,-0.8449,watermelon
1.719,-1.3755,0.0366,-0.1718,0.756,0.1449,-0.8282,watermelon
1.1501,-0.951,0.0761,0.1918,0.4422,0.5987,-1.1209,watermelon
0.7979,-0.8297,0.1353,-0.2137,0.7865,-0.4257,-0.9891,watermelon
0.9333,-0.7994,-0.0622,0.0899,0.7748,-0.0031,-0.8311,watermelon
0.9333,-0.951,0.0958,0.069,0.8217,0.4911,-0.8008,watermelon
0.852,-0.951,-0.0622,0.1199,0.623,0.0552,-0.8893,watermelon
1.8274,-1.2239,0.1155,-0.2376,0.8237,-0.5556,-1.0808,watermelon
0.8791,-0.86,0.0958,0.173,0.3848,-0.5322,-0.8324,watermelon
0.9604,-1.1633,-0.0227,-0.3106,0.5707,-0.0589,-0.9041,watermelon
1.3668,-1.3149,-0.0227,-0.0146,0.5318,0.6042,-0.8352,watermelon
1.8545,-1.3452,0.0366,0.2231,0.5588,-0.282,-1.1406,watermelon
1.4481,-1.1026,-0.0424,0.0191,0.393,-0.3612,-1.0988,watermelon
1.2043,-1.2542,0.0563,0.0294,0.5702,0.2741,-1.0782,watermelon
1.3939,-1.1936,0.0761,0.2328,0.8161,0.0533,-0.8321,watermelon
1.5836,-0.9813,0.1353,-0.1414,0.8201,0.3887,-0.8374,watermelon
0.825,-1.0723,0.0366,0.2353,0.7524,-0.0513,-0.8129,watermelon
1.421,-1.1026,0.0563,-0.0996,0.3839,-0.3355,-1.0785,watermelon
1.4752,-1.1936,0.0366,0.1182,0.7281,-0.0652,-0.7973,watermelon
1.2585,-1.3755,0.0761,-0.1394,0.6959,-0.2993,-0.9824,watermelon
1.8816,-1.042,0.0168,0.0352,0.5744,0.3787,-0.8556,watermelon
1.2043,-1.1329,0.1353,-0.0685,0.7219,0.1853,-1.1527,watermelon
0.8791,-0.7387,0.0761,0.0292,0.7238,0.304,-1.0449,watermelon
0.8791,-1.3452,-0.0622,0.0471,0.7929,-0.5426,-1.0303,watermelon
1.0959,-0.9813,0.0366,-0.253,0.4474,0.3781,-1.0036,watermelon
1.7732,-1.4665,0.1155,-0.0475,0.4273,0.2385,-0.8414,watermelon
1.6649,-0.7691,0.1155,-0.1492,0.6097,0.3471,-0.8766,watermelon
1.0146,-0.7387,0.0563,-0.1773,0.7846,-0.4831,-1.0011,watermelon
1.8274,-1.1633,-0.0622,-0.2768,0.5716,0.0886,-1.0092,watermelon
1.123,-0.9813,-0.0029,0.0396,0.4745,-0.119,-0.8851,watermelon
1.5023,-1.1936,-0.0622,-0.2264,0.5698,-0.0678,-0.8408,watermelon
1.3126,-1.4665,-0.0227,-0.2934,0.6004,0.2321,-0.9513,watermelon
1.2855,-1.3755,0.0563,0.1112,0.6757,-0.2716,-0.9834,watermelon
1.5565,-0.951,-0.0424,0.1107,0.685,-0.4502,-0.9123,watermelon
1.8545,-1.4059,0.1353,0.0834,0.5911,-0.5661,-1.075,watermelon
1.8003,-0.7994,-0.0029,0.181,0.4901,0.4727,-0.8946,watermelon
1.5836,-1.3149,0.0958,0.2377,0.7343,0.1063,-1.0447,watermelon
0.7979,-1.1329,-0.0424,-0.0222,0.4457,0.6084,-1.0007,watermelon
1.3397,-1.0723,0.0761,0.1158,0.3999,0.5255,-0.8551,watermelon
1.0959,-1.4059,0.0958,-0.0946,0.7997,-0.0158,-1.0908,watermelon
0.9604,-1.4362,0.0958,0.0601,0.5387,0.5846,-1.1167,watermelon
1.5294,-1.4665,0.0761,0.2069,0.8312,0.5324,-0.8382,watermelon
1.421,-1.1329,0.0168,-0.306,0.4564,0.5767,-0.9411,watermelon
1.3668,-1.0117,-0.0029,-0.1854,0.5064,-0.3402,-0.8446,watermelon
0.9333,-0.86,-0.0227,0.0984,0.726,-0.2249,-0.8187,watermelon
0.9062,-1.4059,0.0563,0.2368,0.7267,-0.0902,-0.8685,watermelon
1.3939,-0.7691,0.1155,-0.0909,0.3951,0.5075,-0.873,watermelon
1.2855,-0.86,0.0761,-0.0664,0.5244,-0.3172,-0.9859,watermelon
1.2585,-0.86,0.0366,0.1193,0.4232,-0.4855,-0.9897,watermelon
1.0688,-1.1329,-0.0622,-0.1373,0.4104,-0.23,-0.9629,watermelon
1.2043,-1.2542,-0.0424,0.1186,0.4281,-0.1895,-0.8883,watermelon
0.852,-0.9207,0.0168,0.2366,0.7071,0.5219,-0.942,watermelon
0.852,-0.86,0.0563,-0.2574,0.7185,-0.5108,-1.0074,watermelon
1.6107,-0.7691,-0.0424,-0.2618,0.7441,0.038,-0.9501,watermelon
1.8274,-0.9813,0.0563,-0.2343,0.6675,0.2705,-0.9988,watermelon
1.8816,-1.0117,-0.0622,0.0098,0.7735,-0.4593,-0.8961,watermelon
1.0959,-1.4059,0.0761,-0.1063,0.5382,-0.0833,-0.8566,watermelon
0.825,-1.4362,0.1353,-0.1436,0.6464,-0.4644,-0.942,watermelon
1.3668,-1.2239,0.1155,-0.037,0.5136,0.4646,-0.8576,watermelon
1.3668,-1.1026,0.1353,-0.2459,0.7029,-0.0232,-1.0706,watermelon
1.6378,-1.4362,0.0958,0.1732,0.7687,-0.2016,-1.0447,watermelon
1.5294,-1.3149,0.0168,0.0426,0.7872,0.3693,-1.0595,watermelon
1.7461,-1.2846,-0.0424,-0.2371,0.8048,0.1986,-1.1492,watermelon
0.9062,-0.86,0.0761,-0.2458,0.4389,-0.4448,-1.0784,watermelon
1.8816,-1.4059,-0.0227,-0.2703,0.5191,0.2383,-0.8863,watermelon
1.0959,-1.2542,-0.0424,-0.1919,0.6298,-0.1622,-1.0037,watermelon
1.0417,-0.951,0.0761,-0.1421,0.6571,-0.3259,-0.9158,watermelon
1.692,-1.042,-0.0424,-0.039,0.4331,-0.2366,-0.9817,watermelon
1.2585,-0.951,0.0366,0.1272,0.6588,0.3883,-0.8096,watermelon
1.8003,-0.7084,0.0366,-0.1412,0.7065,0.356,-1.035,watermelon
1.0688,-1.1936,0.0761,-0.1519,0.7962,-0.1003,-0.7969,watermelon
1.4481,-0.9207,-0.0227,0.2698,0.6837,0.3889,-1.102,watermelon
0.825,-1.1329,-0.0622,0.2544,0.6637,0.3334,-0.7954,watermelon
1.0146,-1.4665,-0.0227,0.0491,0.6826,0.2491,-1.1338,watermelon
1.123,-1.4059,-0.0622,0.2153,0.434,0.6141,-0.9455,watermelon
0.825,-1.0723,0.0366,0.1628,0.424,0.0486,-1.0127,watermelon
1.6378,-1.4665,0.1353,0.1318,0.5815,0.0661,-0.9587,watermelon
1.5565,-0.9207,0.0563,0.2424,0.5557,-0.4691,-1.1509,watermelon
1.692,-0.7084,0.0366,0.0836,0.5618,-0.2481,-1.0845,watermelon
0.8791,-1.3149,0.0958,-0.1356,0.6077,-0.3546,-0.9956,watermelon
1.3668,-1.2846,0.0563,-0.0215,0.5733,0.4169,-1.0785,watermelon
1.719,-0.9813,0.1353,-0.0341,0.7394,0.0042,-0.8362,watermelon
1.3126,-1.4362,-0.0622,0.1007,0.677,-0.6055,-1.1421,watermelon
1.123,-1.0117,0.1353,-0.101,0.7208,0.1529,-0.8044,watermelon
1.123,-1.4059,-0.0029,0.1302,0.6807,0.6294,-0.8932,watermelon
1.0959,-0.8904,0.1353,0.1293,0.5216,-0.2719,-1.0318,watermelon
1.6107,-0.9813,0.1155,0.2214,0.7342,0.3594,-1.0192,watermelon
1.6649,-0.86,0.0563,-0.1123,0.6328,0.5984,-0.8506,watermelon
1.0417,-0.86,0.1155,-0.1822,0.6329,-0.1504,-0.9913,watermelon
1.3397,-1.3149,0.0958,-0.2119,0.5897,-0.3331,-1.1185,watermelon
0.8791,-0.951,0.1155,0.0556,0.471,-0.2484,-0.8911,watermelon
1.2043,-1.1936,0.0366,0.2009,0.5767,0.1176,-0.858,watermelon
1.8545,-0.7084,0.0168,-0.051,0.4033,0.5603,-1.0145,watermelon
1.2585,-1.2542,-0.0227,-0.0649,0.8156,0.382,-0.8222,watermelon
1.6107,-1.4059,-0.0622,0.2019,0.5936,-0.3622,-1.0035,watermelon
1.2314,-1.0723,0.0366,-0.0563,0.5761,0.5619,-1.1271,watermelon
0.8791,-0.9207,0.1353,0.2531,0.5576,-0.008,-1.0827,watermelon
1.8816,-0.8904,-0.0227,0.2706,0.8056,-0.2696,-0.8174,watermelon
1.7461,-1.1026,0.1353,0.3876,1.017,0.3968,-1.3719,muskmelon
1.719,-0.7994,-0.0029,0.4354,0.9683,0.0762,-1.4039,muskmelon
1.3668,-0.86,0.0761,0.688,1.0216,0.3627,-1.4731,muskmelon
1.8274,-1.0723,0.0761,0.4806,0.8693,0.1206,-1.5051,muskmelon
1.2043,-0.8297,-0.0622,0.8495,1.0367,-0.4549,-1.3705,muskmelon
0.825,-0.86,0.0168,0.84,0.978,-0.5079,-1.405,muskmelon
1.8003,-0.8904,0.0958,0.7024,0.9314,-0.2275,-1.4953,muskmelon
1.719,-0.7084,0.0563,0.7176,0.8351,-0.5174,-1.411,muskmelon
1.692,-1.4362,0.0761,0.4241,0.8479,0.3509,-1.4241,muskmelon
1.5565,-0.8297,0.0761,0.6341,1.0237,-0.3459,-1.4055,muskmelon
0.825,-0.7084,-0.0029,0.5743,0.9262,-0.5537,-1.3394,muskmelon
1.7461,-1.3452,0.0761,0.6818,0.8758,-0.5817,-1.353,muskmelon
0.8791,-1.4059,-0.0622,0.685,0.8651,0.3032,-1.422,muskmelon
0.9062,-0.9813,0.1353,0.5639,1.0474,0.032,-1.4993,muskmelon
1.5836,-0.8297,-0.0622,0.5261,0.8495,-0.3166,-1.4901,muskmelon
1.2043,-0.7994,0.1353,0.5641,0.8865,-0.3994,-1.5029,muskmelon
1.8545,-1.4665,0.1353,0.8044,1.0252,-0.3886,-1.3945,muskmelon
1.6107,-1.1936,0.0563,0.2781,0.9069,-0.4963,-1.4961,muskmelon
0.852,-1.0723,-0.0029,0.6873,1.0192,-0.4012,-1.397,muskmelon
0.9875,-1.1936,-0.0029,0.8051,0.9482,0.1765,-1.3532,muskmelon
0.9333,-1.3452,0.0958,0.5116,0.9608,-0.0282,-1.3591,muskmelon
1.3397,-1.4362,0.0958,0.6787,1.0082,-0.4699,-1.4523,muskmelon
1.5294,-1.2542,-0.0424,0.7814,0.9945,0.1167,-1.3813,muskmelon
1.0959,-1.2239,-0.0227,0.69,0.9414,-0.4205,-1.3742,muskmelon
1.3939,-0.86,0.0366,0.5113,0.9629,-0.4779,-1.5125,muskmelon
1.8003,-0.86,0.0958,0.6918,0.9274,-0.0718,-1.4367,muskmelon
0.9333,-0.9813,0.0761,0.7924,0.8365,-0.5096,-1.4518,muskmelon
1.4481,-0.86,0.1353,0.8288,0.8485,-0.4467,-1.4701,muskmelon
1.3939,-0.8904,0.1155,0.4162,0.8741,0.2959,-1.4677,muskmelon
1.7732,-0.86,0.0366,0.7199,0.9633,-0.4919,-1.3606,muskmelon
1.3397,-1.1026,-0.0029,0.8122,1.025,-0.1314,-1.4003,muskmelon
1.6107,-0.86,0.1155,0.6508,0.8672,-0.0563,-1.4563,muskmelon
1.4481,-0.86,0.0563,0.6612,1.0065,0.0007,-1.4542,muskmelon
1.5294,-1.2846,0.1155,0.5875,0.892,-0.4852,-1.3472,muskmelon
1.2855,-0.8297,0.0761,0.3403,0.8633,-0.4128,-1.3608,muskmelon
1.0146,-1.1026,0.0761,0.847,0.8658,0.2294,-1.4211,muskmelon
0.9875,-0.86,-0.0424,0.3577,0.8332,-0.116,-1.4871,muskmelon
1.8816,-1.3755,-0.0424,0.7783,0.8638,0.3404,-1.3668,muskmelon
1.2043,-1.2239,-0.0424,0.8344,1.001,-0.4439,-1.4593,muskmelon
1.5565,-0.951,-0.0227,0.5766,0.9096,-0.3985,-1.4257,muskmelon
0.852,-1.2239,0.0761,0.2961,1.0507,-0.0345,-1.4004,muskmelon
1.8816,-0.9207,0.1353,0.4402,0.9041,0.3393,-1.4011,muskmelon
1.6107,-0.951,-0.0227,0.6746,0.9138,-0.2918,-1.4291,muskmelon
1.2043,-0.9207,-0.0622,0.4361,0.8574,-0.2627,-1.4974,muskmelon
1.5023,-1.3149,0.0168,0.4168,0.9221,-0.1536,-1.5152,muskmelon
1.3126,-1.2542,0.0761,0.6085,1.0255,-0.603,-1.4786,muskmelon
1.5023,-1.0117,0.0563,0.8126,0.8755,-0.164,-1.5101,muskmelon
0.8791,-1.2846,0.0958,0.7752,0.963,-0.3949,-1.4832,muskmelon
1.8003,-1.042,0.1353,0.6295,0.9121,-0.4494,-1.425,muskmelon
1.2855,-0.8297,0.0168,0.3307,0.8559,-0.4385,-1.4554,muskmelon
1.692,-1.0117,-0.0029,0.3653,1.051,-0.0373,-1.3865,muskmelon
1.3668,-1.1026,-0.0227,0.766,1.0444,-0.3676,-1.4042,muskmelon
1.2855,-1.4059,-0.0622,0.4297,0.9447,-0.4029,-1.3943,muskmelon
1.1501,-0.951,-0.0029,0.6931,0.9004,0.3974,-1.4844,muskmelon
1.2043,-0.9813,-0.0227,0.4573,0.992,-0.0485,-1.507,muskmelon
1.5836,-1.2542,-0.0029,0.7588,0.9274,0.3092,-1.5051,muskmelon
1.8274,-1.2542,-0.0227,0.4647,0.9296,-0.5929,-1.3562,muskmelon
1.3397,-1.1936,0.0168,0.7649,0.8803,-0.1338,-1.4095,muskmelon
1.0417,-1.3452,-0.0227,0.7615,0.8666,0.2571,-1.3597,muskmelon
1.2043,-1.1329,-0.0424,0.2885,0.8384,0.3583,-1.438,muskmelon
1.2043,-1.4059,-0.0622,0.3326,0.8679,-0.5658,-1.4263,muskmelon
0.9875,-1.4362,-0.0622,0.8318,0.8674,-0.0888,-1.4673,muskmelon
1.1501,-1.0117,0.0366,0.8522,0.9771,-0.0267,-1.4399,muskmelon
0.9062,-0.7387,0.0168,0.8547,1.0075,-0.2818,-1.5119,muskmelon
1.6378,-1.4665,-0.0227,0.4774,0.8982,-0.2521,-1.4976,muskmelon
1.6378,-1.4665,0.0761,0.8431,1.0133,-0.431,-1.5008,muskmelon
1.6378,-1.1633,0.1155,0.4128,0.9628,-0.3559,-1.4815,muskmelon
1.0417,-1.2846,-0.0227,0.8239,1.041,-0.1831,-1.3759,muskmelon
1.6107,-1.1633,-0.0029,0.5851,0.9607,-0.332,-1.3807,muskmelon
1.2043,-0.7084,0.0761,0.7633,0.8471,0.221,-1.4092,muskmelon
1.7461,-1.2542,0.0761,0.375,1.0549,0.2793,-1.5005,muskmelon
1.8816,-0.86,0.0366,0.4816,1.0483,-0.1839,-1.4854,muskmelon
1.3939,-1.2846,-0.0622,0.6746,0.9724,-0.1474,-1.4434,muskmelon
1.1772,-1.4665,0.1353,0.5865,0.917,-0.496,-1.3937,muskmelon
0.9062,-1.0723,-0.0424,0.2907,0.9858,0.4027,-1.4222,muskmelon
1.5294,-0.951,0.1155,0.4701,0.87,0.2078,-1.4896,muskmelon
0.7979,-1.0723,0.0761,0.4458,0.8835,0.0198,-1.4453,muskmelon
0.9604,-1.0723,-0.0622,0.6616,0.8642,0.1257,-1.4779,muskmelon
1.692,-0.7691,-0.0029,0.6441,0.9437,-0.3864,-1.4382,muskmelon
1.7461,-1.0723,0.0958,0.7021,1.0205,-0.5906,-1.4813,muskmelon
0.852,-1.0117,0.1155,0.7356,0.8326,0.0926,-1.4927,muskmelon
1.2855,-0.951,-0.0227,0.6827,0.918,-0.1655,-1.3582,muskmelon
1.8003,-0.86,0.1155,0.6057,0.9447,-0.412,-1.3532,muskmelon
0.8791,-1.1633,0.0168,0.654,0.8946,-0.0407,-1.4608,muskmelon
1.8816,-1.1329,0.0563,0.4707,0.9057,0.1002,-1.4592,muskmelon
1.6378,-1.4665,0.0366,0.3906,0.9127,-0.0899,-1.4309,muskmelon
0.9333,-0.9813,-0.0227,0.8409,0.8593,-0.3654,-1.4335,muskmelon
1.0688,-0.9207,0.1155,0.5812,0.8525,-0.4012,-1.3868,muskmelon
1.3126,-0.7387,0.1353,0.7067,0.8977,0.2475,-1.401,muskmelon
1.3939,-1.2846,-0.0227,0.4684,0.9569,0.0458,-1.389,muskmelon
0.7979,-1.0723,0.0563,0.4815,0.9136,0.3057,-1.5051,muskmelon
0.9875,-0.9813,0.0761,0.3426,1.0247,-0.5193,-1.3878,muskmelon
1.719,-1.3755,0.0761,0.7357,1.0364,-0.0651,-1.3692,muskmelon
1.3126,-1.4362,-0.0424,0.5923,1.0217,-0.0945,-1.3555,muskmelon
1.0417,-0.86,0.0366,0.2829,0.8925,-0.1209,-1.4265,muskmelon
1.2314,-1.2239,0.1353,0.7726,1.0375,0.2984,-1.4984,muskmelon
0.852,-0.8297,-0.0227,0.5704,0.9878,0.1239,-1.4426,muskmelon
1.5023,-0.9813,0.0761,0.6478,1.0471,-0.2365,-1.4638,muskmelon
1.0688,-1.1633,0.0761,0.2831,0.894,-0.0277,-1.4525,muskmelon
1.5023,-1.1329,0.1155,0.6605,0.9081,0.1504,-1.4326,muskmelon
-0.7194,2.2632,2.9199,-0.566,0.8632,-1.2252,0.1268,apple
-1.18,2.7484,2.9396,-0.349,1.0273,-0.4346,0.1927,apple
-0.9903,2.2632,3.0976,-0.5942,1.0381,-0.3143,0.2289,apple
-1.1529,2.0206,3.0186,-0.875,0.8829,-0.1917,0.3416,apple
-0.8278,2.2935,3.0186,-0.4357,0.9083,-1.1393,0.2296,apple
-0.5026,2.5361,3.0778,-0.5444,0.9725,-0.834,0.2596,apple
-0.6381,2.5968,3.0976,-0.6187,0.9851,-0.9012,0.0379,apple
-1.3696,2.1116,3.0976,-0.7088,0.965,-0.8769,0.3216,apple
-0.7736,2.7484,2.9199,-0.7317,0.9078,0.0384,0.2477,apple
-1.3425,2.1419,2.9791,-0.3764,0.979,-1.0481,0.1675,apple
-0.5568,2.0813,2.9396,-0.8372,0.9542,-1.1583,0.0487,apple
-0.5839,2.051,2.9199,-0.5467,1.0261,-0.504,0.3664,apple
-1.0174,2.2026,3.0778,-0.4952,0.9576,-0.1115,0.0859,apple
-1.1258,2.5968,2.9791,-0.4669,1.036,-0.7781,0.0344,apple
-1.3696,2.4148,2.9988,-0.3839,0.8541,-0.9836,0.0139,apple
-0.5568,2.7181,2.9791,-0.3649,0.8588,-0.8674,-0.0218,apple
-0.3943,2.6271,2.9594,-0.4489,0.8983,-0.2424,0.0175,apple
-0.3672,2.5361,2.9791,-0.588,0.8402,-0.9971,0.0888,apple
-0.4755,2.051,3.0581,-0.624,1.0459,-1.116,0.2071,apple
-1.18,2.7484,2.9001,-0.5239,0.9928,-0.7922,0.0215,apple
-0.4214,2.2632,3.0976,-0.8975,0.9922,-0.5537,0.0803,apple
-0.5839,2.2632,2.9594,-0.6272,0.9536,-1.0138,0.3282,apple
-1.3154,2.7181,2.9199,-0.5735,0.8523,-1.0339,0.1169,apple
-0.4485,2.6271,2.9594,-0.7727,0.9865,-0.9276,0.2132,apple
-0.5839,2.7484,3.0778,-0.6287,0.9437,-0.8646,0.2846,apple
-0.5026,2.6574,3.0581,-0.8606,0.9597,-0.8376,0.102,apple
-1.0174,2.7484,2.9396,-0.5323,1.0519,-0.2446,0.0406,apple
-0.6923,2.7181,2.9594,-0.5539,0.9002,-0.5714,0.0799,apple
-1.1258,2.5361,2.9988,-0.8878,0.8629,-1.0763,-0.012,apple
-1.2071,2.7484,2.9594,-0.8892,0.8461,-1.1762,0.019,apple
-0.3672,2.2026,2.9199,-0.3983,0.8758,-1.1283,0.0675,apple
-1.3154,2.0206,3.0581,-0.4918,1.0436,-0.7444,0.0939,apple
-1.0716,2.7181,2.9396,-0.5198,0.9811,-0.7674,0.3409,apple
-1.0987,2.6574,3.0186,-0.6893,0.8759,-0.1079,0.0196,apple
-0.7194,2.6877,3.0383,-0.6081,0.8985,-0.9805,-0.0294,apple
-0.7465,2.5664,2.9001,-0.6173,0.9085,-0.8704,0.3809,apple
-0.8819,2.1722,3.0778,-0.6441,1.0331,-0.5464,0.2416,apple
-1.0174,2.051,2.9199,-0.6734,0.9895,-0.0337,0.3039,apple
-0.6652,2.0813,3.0383,-0.6264,1.0448,-1.1014,0.0677,apple
-0.611,2.1116,3.0383,-0.5629,0.9274,-0.0351,0.3089,apple
-0.6652,2.051,3.0186,-0.6766,0.8331,-0.3973,0.161,apple
-0.8007,2.5361,2.9199,-0.3959,0.9085,-0.8487,0.3663,apple
-0.8007,2.4755,2.9594,-0.3467,1.053,-0.9104,0.0284,apple
-1.2342,2.7484,3.0976,-0.8285,0.95,-0.3678,-0.012,apple
-1.3154,2.1116,3.0976,-0.642,0.8673,-0.9432,0.3916,apple
-0.9632,2.4148,2.9791,-0.3199,0.9043,-0.8332,0.2575,apple
-0.5297,2.3239,2.9594,-0.7536,0.9548,-1.1821,0.302,apple
-0.6923,2.7181,2.9988,-0.3579,0.9579,-0.5754,-0.0518,apple
-0.9361,2.7181,3.0778,-0.3756,0.9008,-1.0832,0.3355,apple
-0.8549,2.0813,3.0383,-0.4487,0.849,-0.8498,0.1717,apple
-1.0987,2.1722,2.9199,-0.6526,0.8336,-0.955,0.1748,apple
-0.8278,2.5968,3.0383,-0.4176,0.9313,-1.0332,0.0823,apple
-0.611,2.1116,2.9594,-0.4254,0.8974,-1.0168,0.1513,apple
-0.611,2.5058,2.9988,-0.5045,0.9396,-0.289,0.2052,apple
-1.3154,2.3542,2.9791,-0.6206,0.8871,-0.5843,0.3777,apple
-1.3154,2.6271,2.9396,-0.5765,0.9587,-1.2083,0.0289,apple
-0.6381,2.5664,3.0186,-0.3851,1.0073,-0.6683,0.0352,apple
-0.5568,2.2329,3.0778,-0.6154,0.9424,-0.4433,-0.046,apple
-0.5026,2.7787,3.0581,-0.3527,0.8699,-0.081,0.1116,apple
-0.5839,2.5968,3.0976,-0.3901,1.0002,-0.4052,0.2407,apple
-0.6652,2.2026,2.9001,-0.8301,0.9663,-0.7637,0.2718,apple
-0.2859,2.5058,3.0383,-0.5459,1.0376,-0.6903,0.256,apple
-1.2071,2.1419,2.9988,-0.5203,1.0047,-0.6438,0.1114,apple
-0.4214,2.5664,2.9988,-0.8725,0.8683,-1.0315,0.004,apple
-0.909,2.5058,2.9199,-0.3446,0.8544,-0.7591,-0.0074,apple
-0.4755,2.4452,3.0976,-0.9046,1.0269,-0.4962,0.2052,apple
-0.9361,2.7181,2.9396,-0.5924,0.9901,-0.7308,0.245,apple
-0.6381,2.0206,2.9988,-0.8224,0.8654,-0.4643,0.241,apple
-0.5839,2.7787,3.0976,-0.5539,0.9276,-0.3324,0.1069,apple
-1.2884,2.6574,2.9396,-0.718,0.8826,-0.4222,0.2187,apple
-0.9632,2.1116,3.0778,-0.6102,0.9464,-0.1338,0.2169,apple
-1.2342,2.5058,2.9001,-0.6439,0.9184,-0.2653,0.0784,apple
-1.0987,2.5058,3.0778,-0.8726,0.9288,-0.2498,0.0435,apple
-1.18,2.6574,2.9001,-0.3427,0.987,-1.2345,0.0264,apple
-1.3154,2.2935,3.0186,-0.5598,1.0282,-1.0173,0.34,apple
-0.5839,2.5664,2.9396,-0.6767,0.9415,-0.8253,0.3312,apple
-0.5568,2.5361,2.9988,-0.5337,0.8636,-1.1193,0.2756,apple
-0.5839,2.3845,3.0778,-0.4991,0.8421,-0.4817,0.0865,apple
-0.9903,2.5968,2.9396,-0.7687,0.9595,-0.5337,0.3318,apple
-0.8819,2.1722,3.0581,-0.6268,0.9035,-0.3996,-0.0165,apple
-0.4755,2.7181,3.0778,-0.8858,0.9199,-0.8466,0.3472,apple
-0.2859,2.7484,2.9199,-0.5726,0.9333,-0.6232,0.0649,apple
-1.1258,2.7181,2.9396,-0.3686,0.9614,-1.1625,0.2584,apple
-0.3401,2.4755,3.0581,-0.3664,0.9965,-0.6513,-0.048,apple
-0.611,2.3239,2.9199,-0.6877,1.0421,-0.5262,0.1721,apple
-0.4214,2.6877,3.0581,-0.8781,0.8426,-0.742,0.3674,apple
-1.0445,2.2935,3.0976,-0.6427,0.884,-0.4524,0.277,apple
-1.3425,2.4755,3.0581,-0.5605,0.9533,-1.0924,0.1877,apple
-1.3696,2.7787,3.0976,-0.8674,0.8364,-1.2261,0.1913,apple
-0.5297,2.051,3.0186,-0.4856,0.8474,-0.9537,0.1319,apple
-0.4214,2.3542,3.0581,-0.6298,1.0079,-0.7444,-0.0135,apple
-0.5839,2.6271,2.9001,-0.3902,0.8747,-1.1747,0.2417,apple
-0.4755,2.5664,2.9594,-0.6562,0.863,-0.3193,0.3509,apple
-0.9903,2.6271,2.9396,-0.4472,0.8724,-0.5147,0.1743,apple
-0.4214,2.7787,2.9001,-0.7066,1.0377,-0.307,0.1368,apple
-0.2859,2.0206,2.9396,-0.3576,0.9438,-0.7496,0.2943,apple
-0.6923,2.3845,2.9594,-0.6512,0.8702,-0.9521,-0.0609,apple
-0.5297,2.5361,2.9199,-0.6857,1.0038,-0.0894,0.3124,apple
-0.3943,2.7484,2.9199,-0.3881,1.0344,0.0355,0.2165,apple
-1.0987,2.6271,2.9396,-0.6808,0.8442,-0.3101,0.3823,apple
-0.7736,-0.7084,-0.7139,-1.9426,0.9448,-0.1492,0.2834,orange
-0.3672,-1.4362,-0.6941,0.0819,0.8997,1.347,-0.0397,orange
-0.6381,-1.2239,-0.8324,-2.4208,0.8929,1.1188,0.1413,orange
-1.18,-1.1329,-0.7731,-1.3307,0.9237,1.7375,0.2039,orange
-0.8278,-1.4059,-0.7731,0.7627,0.9028,0.8525,0.1403,orange
-0.6652,-0.7994,-0.7534,0.4845,0.9629,-0.5034,0.1942,orange
-1.2342,-0.9207,-0.6546,0.0104,0.9239,1.2141,0.1652,orange
-1.3696,-1.0723,-0.6744,0.8208,0.9221,0.9544,0.1993,orange
-0.313,-0.8904,-0.6744,0.9755,0.8725,0.9302,0.0475,orange
-1.0174,-0.9207,-0.8324,-0.3269,0.8438,1.1578,-0.014,orange
-0.8007,-1.1026,-0.6546,-0.3226,0.9015,1.275,0.2735,orange
-0.4755,-1.2542,-0.7929,-0.0703,0.8459,0.456,0.2531,orange
-1.2071,-1.3452,-0.7139,1.08,0.8384,0.7228,0.1133,orange
-0.8549,-1.4059,-0.7534,-2.1404,0.8868,-0.4537,-0.0595,orange
-0.7194,-1.0723,-0.8324,0.1876,1.032,-0.238,0.2351,orange
